,Color,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Title,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,Year,IMDb Score,Movie Facebook Likes
113,Color,206.0,0.0,12000.0,Action|Adventure|Biography|Drama|History|Romance|War,Alexander ,138863,24598,English,Germany,R,2004,5.5,0
1300,Color,103.0,14.0,865.0,Comedy|Drama|Romance,Alfie ,43442,3639,English,UK,R,2004,6.2,0
3449,Color,103.0,27.0,71.0,Comedy|Crime|Drama|Romance|Thriller,Alias Betty ,1439,262,French,France,Not Rated,2001,6.9,26
106,Color,113.0,33.0,40000.0,Adventure|Family|Fantasy,Alice Through the Looking Glass ,21352,80806,English,USA,PG,2016,6.4,30000
33,Color,108.0,13000.0,40000.0,Adventure|Family|Fantasy,Alice in Wonderland ,306320,79957,English,USA,PG,2010,6.5,24000
866,Color,145.0,21000.0,534.0,Action|Horror|Sci-Fi,Alien 3 ,207686,1543,English,USA,R,1992,6.4,0
4217,Color,101.0,15.0,844.0,Comedy|Sci-Fi,Alien Uprising ,2753,3132,English,UK,R,2012,3.1,0
3495,Color,79.0,0.0,246.0,Horror,Alien Zone ,440,345,English,USA,PG,1978,4.1,44
763,Color,116.0,0.0,1000.0,Action|Horror|Sci-Fi,Alien: Resurrection ,170179,3090,English,USA,R,1997,6.3,0
1119,Color,86.0,13.0,1000.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,Aliens in the Attic ,16580,3423,English,USA,PG,2009,5.4,916
1250,Color,102.0,25.0,1000.0,Action|Horror|Sci-Fi|Thriller,Aliens vs. Predator: Requiem ,92789,4324,English,USA,R,2007,4.7,0
2486,Color,154.0,0.0,2000.0,Action|Adventure|Sci-Fi,Aliens ,488537,4228,English,USA,R,1986,8.4,18000
3277,Color,116.0,0.0,1000.0,Horror|Sci-Fi,Alien ,563827,2524,English,UK,R,1979,8.5,23000
1553,Color,120.0,155.0,344.0,Adventure|Biography|Drama|Thriller,Alive ,38949,2054,English,USA,R,1993,7.1,0
272, Black and White,165.0,0.0,10000.0,Biography|Drama|Sport,Ali ,79186,14196,English,USA,R,2001,6.8,0
2661,Color,99.0,3.0,14000.0,Comedy|Romance,All About Steve ,33088,16461,English,USA,PG-13,2009,4.8,0
2784,Color,95.0,10.0,706.0,Action|Comedy|Crime|Thriller,All About the Benjamins ,9693,1421,English,USA,R,2002,5.7,530
2336,Color,101.0,46.0,33000.0,Crime|Drama|Mystery|Romance|Thriller,All Good Things ,41249,39515,English,USA,R,2010,6.3,0
3836,Color,89.0,0.0,584.0,Western,All Hat ,436,2668,English,Canada,R,2007,5.3,31
4334,Color,107.0,17.0,594.0,Comedy|Drama,All Is Bright ,4478,2020,English,USA,R,2013,5.6,825
3346,Color,106.0,78.0,0.0,Action|Adventure|Drama,All Is Lost ,59545,0,English,USA,PG-13,2013,6.9,18000
5024,Color,78.0,91.0,407.0,Sci-Fi|Thriller,All Superheroes Must Die ,1771,674,English,USA,Not Rated,2011,4.0,835
422,Color,123.0,189.0,813.0,Comedy|Drama|Music|Musical,All That Jazz ,19228,1476,English,USA,R,1979,7.8,0
3314,Color,121.0,608.0,149.0,Drama,All or Nothing ,8161,251,English,UK,R,2002,7.6,484
4685,Color,90.0,129.0,935.0,Horror,All the Boys Love Mandy Lane ,25951,2170,English,USA,R,2006,5.6,2000
900, Black and White,128.0,234.0,14000.0,Drama|Thriller,All the King's Men ,20740,27614,English,Germany,PG-13,2006,6.2,0
1124,Color,220.0,0.0,13000.0,Drama|Romance|Western,All the Pretty Horses ,11388,15006,English,USA,PG-13,2000,5.8,652
2746,Color,105.0,24.0,776.0,Action|Comedy|Drama|War,All the Queen's Men ,2236,1732,English,Germany,PG-13,2001,4.5,193
4575,Color,108.0,234.0,11000.0,Drama|Romance,All the Real Girls ,9233,12385,English,USA,R,2003,6.9,571
264,Color,120.0,124.0,6000.0,Action|Adventure|Mystery|Sci-Fi|Thriller,Allegiant ,44296,12452,English,USA,PG-13,2016,5.8,12000
4773,Color,97.0,163.0,636.0,Horror|Musical,Alleluia! The Devil's Carnival ,259,2438,English,USA,Not Rated,2016,7.4,707
788,Color,152.0,488.0,22000.0,Adventure|Comedy|Drama|Music,Almost Famous ,207287,36897,English,USA,R,2000,7.9,15000
3422,Color,97.0,43.0,144.0,Drama,Aloft ,2103,326,English,Spain,R,2014,5.3,675
2639,Color,105.0,488.0,15000.0,Comedy|Drama|Romance,Aloha ,39782,44037,English,USA,PG-13,2015,5.4,11000
2313,Color,94.0,892.0,310.0,Horror|Sci-Fi,Alone in the Dark ,37626,838,English,Canada,R,2005,2.3,1000
4601, Black and White,78.0,0.0,262.0,Crime|Drama|Thriller,Alone with Her ,3228,509,English,USA,Not Rated,2006,6.1,244
1157,Color,90.0,29.0,22000.0,Comedy|Romance,Along Came Polly ,106909,24534,English,USA,PG-13,2004,5.9,0
1751,Color,104.0,93.0,11000.0,Crime|Drama|Thriller,Along Came a Spider ,59232,17109,English,USA,R,2001,6.3,0
4887,Color,108.0,0.0,431.0,Comedy|Music|Romance,Along the Roadside ,330,1087,English,USA,Not Rated,2013,7.1,231
3539,Unknown,45.0,24.0,122.0,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,192,236,Unknown,USA,Not Rated,2014,6.0,41
2233,Color,90.0,0.0,681.0,Adventure|Animation|Comedy|Family|Romance,Alpha and Omega ,10986,2486,English,USA,PG,2010,5.3,0
448,Color,87.0,31.0,1000.0,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: Chipwrecked ,22838,4073,English,USA,G,2011,4.4,0
369,Color,92.0,12.0,35000.0,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Road Chip ,9418,38450,English,USA,PG,2015,5.0,0
597,Color,88.0,84.0,1000.0,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Squeakquel ,31649,5227,English,USA,PG,2009,4.5,2000
837,Color,92.0,25.0,1000.0,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks ,57276,2847,English,USA,PG,2007,5.2,0
4236,Color,97.0,5.0,3000.0,Comedy|Music|Romance,Always Woodstock ,485,6085,English,USA,Not Rated,2014,5.3,107
2407,Color,180.0,869.0,692.0,Biography|Drama|History|Music,Amadeus ,270790,3076,English,USA,R,1984,8.3,16000
2813,Color,132.0,333.0,380.0,Biography|Crime|Drama|War,Amen. ,11077,1429,English,France,Not Rated,2002,7.3,0
4767,Color,90.0,0.0,970.0,History,America Is Still the Place ,22,3359,English,USA,Not Rated,2015,7.5,337
1065,Color,102.0,148.0,8000.0,Comedy|Romance,America's Sweethearts ,47573,9176,English,USA,PG-13,2001,5.7,881
2606,Color,122.0,0.0,18000.0,Drama,American Beauty ,822500,19078,English,USA,R,1999,8.4,22000
4858,Color,100.0,0.0,250.0,Comedy|Drama|Romance,American Desi ,1489,454,English,USA,Not Rated,2001,6.7,133
2517,Color,107.0,80.0,2000.0,Comedy|Music,American Dreamz ,22639,5992,English,USA,PG-13,2006,5.5,300
290,Color,176.0,0.0,18000.0,Biography|Crime|Drama,American Gangster ,324671,20354,English,USA,R,2007,7.8,0
4674,Color,112.0,0.0,11000.0,Comedy|Drama|Music,American Graffiti ,63839,14954,English,USA,PG,1973,7.5,0
3261,Color,94.0,9.0,4000.0,Action|Crime|Drama|Thriller,American Heist ,12372,9432,English,Canada,R,2014,5.2,0
4657,Color,86.0,63.0,489.0,Action|Comedy|Drama|Sci-Fi,American Hero ,2706,1278,English,USA,Not Rated,2015,4.9,549
3175, Black and White,101.0,194.0,1000.0,Crime|Drama,American History X ,782437,3858,English,USA,R,1998,8.6,35000
1185,Color,138.0,737.0,34000.0,Crime|Drama,American Hustle ,358416,83012,English,USA,R,2013,7.3,63000
4817,Color,90.0,44.0,615.0,Action|Drama,American Ninja 2: The Confrontation ,6046,872,English,USA,R,1987,4.7,583
1487,Color,94.0,10.0,694.0,Action|Western,American Outlaws ,12077,1668,English,USA,PG-13,2001,6.0,433
1587,Color,108.0,6.0,3000.0,Comedy,American Pie 2 ,200260,7872,English,USA,R,2001,6.4,0
2918,Color,95.0,80.0,3000.0,Comedy,American Pie ,315549,8134,English,USA,R,1999,7.0,0
3383,Color,102.0,126.0,23000.0,Crime|Drama,American Psycho ,357275,25462,English,USA,R,2000,7.6,18000
978,Color,113.0,22.0,3000.0,Comedy,American Reunion ,172112,8398,English,USA,R,2012,6.7,39000
814,Color,133.0,16000.0,14000.0,Action|Biography|Drama|History|Thriller|War,American Sniper ,325264,16277,English,USA,R,2014,7.3,112000
4265,Color,101.0,30.0,14000.0,Biography|Comedy|Drama,American Splendor ,41999,14412,English,USA,R,2003,7.5,0
844,Color,74.0,58.0,3000.0,Comedy|Romance,American Wedding ,162331,5713,English,USA,R,2003,6.3,0
4859,Color,90.0,0.0,569.0,Action|Crime|Drama,Amidst the Devil's Wings ,28,1461,English,USA,Not Rated,2014,4.3,17
4433,Color,124.0,407.0,38.0,Drama|War,Amigo ,463,60,English,USA,R,2010,5.8,594
1248,Color,155.0,14000.0,12000.0,Drama|History,Amistad ,56509,37570,English,USA,R,1997,7.2,0
4148,Color,90.0,35.0,216.0,Drama|Horror|Mystery|Thriller,Amnesiac ,2157,423,English,USA,Not Rated,2014,4.3,421
3946,Color,93.0,12.0,578.0,Comedy|Romance,Among Giants ,811,643,English,UK,R,1998,5.9,108
4267,Color,115.0,0.0,85.0,Drama|Thriller,Amores Perros ,173551,318,Spanish,Mexico,R,2000,8.1,11000
3264,Color,127.0,0.0,678.0,Drama|Romance,Amour ,70382,1557,French,France,PG-13,2012,7.9,33000
1298, Black and White,122.0,0.0,326.0,Comedy|Romance,Amélie ,534262,809,French,France,R,2001,8.4,39000
3234,Color,86.0,71.0,795.0,Comedy,An Alan Smithee Film: Burn Hollywood Burn ,2971,2655,English,USA,R,1997,3.5,89
2304,Color,83.0,119.0,885.0,Comedy|Fantasy,An American Carol ,8560,2907,English,USA,PG-13,2008,4.3,797
4916,Color,86.0,20.0,563.0,Drama|Family,An American Girl Holiday ,1338,828,English,USA,Not Rated,2004,7.2,90
2787,Color,91.0,31.0,874.0,Horror|Mystery|Thriller,An American Haunting ,22207,1608,English,UK,PG-13,2005,5.0,0
4943,Color,89.0,0.0,196.0,Drama,An American in Hollywood ,100,942,English,USA,R,2014,7.2,72
3440,Color,100.0,92.0,3000.0,Drama,An Education ,112138,4198,English,UK,PG-13,2009,7.3,12000
3945,Color,103.0,272.0,736.0,Comedy,An Everlasting Piece ,1398,1403,English,USA,R,2000,6.3,132
3076,Color,97.0,32.0,893.0,Comedy|Romance,An Ideal Husband ,12980,2640,English,UK,PG-13,1999,6.9,646
4548,Color,96.0,49.0,861.0,Documentary,An Inconvenient Truth ,67654,929,English,USA,PG,2006,7.5,0
1707,Color,108.0,529.0,11000.0,Drama,An Unfinished Life ,24033,11519,English,USA,PG-13,2005,7.0,0
1928,Color,97.0,27.0,601.0,Action|Adventure|Horror|Thriller,Anacondas: The Hunt for the Blood Orchid ,22243,2730,English,USA,PG-13,2004,4.6,686
1092,Color,89.0,49.0,2000.0,Action|Adventure|Horror|Thriller,Anaconda ,73539,3717,English,USA,PG-13,1997,4.6,0
783,Color,96.0,11000.0,22000.0,Comedy|Crime,Analyze That ,69319,22889,English,USA,R,2002,5.9,846
1605,Color,103.0,11000.0,22000.0,Comedy|Crime,Analyze This ,123940,24333,English,USA,R,1999,6.7,0
902,Color,94.0,383.0,4000.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Anastasia ,86347,6017,English,USA,G,1997,7.1,0
4206,Color,103.0,24.0,127.0,Horror|Thriller,Anatomy ,10220,163,German,Germany,R,2000,6.1,560
934,Color,143.0,285.0,11000.0,Comedy,Anchorman 2: The Legend Continues ,131227,28176,English,USA,PG-13,2013,6.3,41000
1902,Color,98.0,285.0,640000.0,Comedy,Anchorman: The Legend of Ron Burgundy ,267921,656730,English,USA,PG-13,2004,7.2,0
2443,Color,94.0,0.0,712.0,Comedy|Drama|Romance,And So It Goes ,8895,1673,English,USA,PG-13,2014,5.7,3000
4636,Color,90.0,29.0,1000.0,Comedy|Romance,And Then Came Love ,443,2504,English,USA,Not Rated,2007,4.8,42
4847,Color,98.0,3.0,500.0,Comedy|Drama|Romance,Anderson's Cross ,95,1545,English,USA,R,2010,7.2,7
1352,Color,102.0,43.0,308.0,Drama|Romance,Angel Eyes ,19686,1440,English,USA,R,2001,5.6,689
1969,Color,145.0,317.0,876.0,Drama,Angela's Ashes ,16995,1282,English,USA,R,1999,7.3,0
129,Color,146.0,2000.0,15000.0,Mystery|Thriller,Angels & Demons ,207839,16948,English,USA,PG-13,2009,6.7,0
4046,Color,109.0,644.0,1000.0,Comedy,Animal House ,90177,3468,English,USA,R,1978,7.6,0
1178,Color,101.0,326.0,326.0,Adventure|Animation|Comedy|Family,Animal Kingdom: Let's go Ape ,590,488,French,France,Not Rated,2015,4.9,161
1727,Color,93.0,7.0,1000.0,Animation|Comedy|Family,Animals United ,4599,3095,German,Germany,PG,2010,4.9,885
3686,Color,90.0,4.0,934.0,Drama,Animals ,605,2030,English,USA,Not Rated,2014,6.2,679
1040,Color,129.0,456.0,2000.0,Drama|Romance,Anna Karenina ,70886,2035,English,UK,R,2012,6.6,36000
553,Color,148.0,72.0,582.0,Drama|History|Romance,Anna and the King ,31080,804,English,USA,PG-13,1999,6.7,0
3554,Color,99.0,40.0,1000.0,Horror|Mystery,Annabelle ,81699,2323,English,USA,R,2014,5.4,45000
3974,Color,107.0,24.0,277.0,Biography|Comedy|Musical|Romance|Western,Annie Get Your Gun ,3167,731,English,USA,Passed,1950,7.0,456
3889,Color,93.0,11000.0,11000.0,Comedy|Romance,Annie Hall ,192940,12691,English,USA,PG,1977,8.1,0
672,Color,118.0,87.0,2000.0,Comedy|Drama|Family|Musical,Annie ,24735,4796,English,USA,PG,2014,5.2,16000
3398,Color,90.0,26.0,1000.0,Animation|Comedy|Drama|Romance,Anomalisa ,31489,1442,English,USA,R,2015,7.3,0
1814,Color,130.0,776.0,898.0,Drama|History|Thriller,Anonymous ,34488,2452,English,UK,PG-13,2011,6.9,15000
4926,Color,92.0,135.0,574.0,Drama|Romance|Sci-Fi,Another Earth ,71387,1303,English,USA,PG-13,2011,7.0,21000
3954,Color,119.0,8.0,3000.0,Comedy|Drama,Another Happy Day ,3297,10984,English,USA,R,2011,6.0,798
3399,Color,129.0,608.0,1000.0,Comedy|Drama,Another Year ,23629,2265,English,UK,PG-13,2010,7.3,0
185,Color,117.0,235.0,2000.0,Action|Adventure|Comedy|Sci-Fi,Ant-Man ,313866,5730,English,USA,PG-13,2015,7.4,61000
4938,Color,72.0,0.0,0.0,Adventure|Documentary,Antarctic Edge: 70° South ,123,0,English,USA,Not Rated,2015,7.0,215
4590,Color,91.0,9.0,53.0,Adventure|Biography|Documentary|Drama,Antarctica: A Year on Ice ,2482,86,English,New Zealand,PG,2013,7.6,0
4211,Color,94.0,0.0,1000.0,Horror,Antibirth ,63,2406,English,USA,Not Rated,2016,6.3,89
1712,Color,109.0,29.0,779.0,Action|Crime|Drama|Thriller,Antitrust ,25558,1297,English,USA,PG-13,2001,6.1,0
4048,Color,108.0,43.0,691.0,Horror|Sci-Fi|Thriller,Antiviral ,9356,1962,English,Canada,Not Rated,2012,5.7,0
2896,Color,117.0,18000.0,18000.0,Biography|Drama,Antwone Fisher ,26493,20456,English,USA,PG-13,2002,7.3,0
726,Color,83.0,35.0,13000.0,Adventure|Animation|Comedy|Family,Antz ,124641,25788,English,USA,PG,1998,6.6,0
734,Color,156.0,0.0,14000.0,Drama|Sport,Any Given Sunday ,97047,20761,English,USA,R,1999,6.8,0
2457,Color,108.0,11000.0,11000.0,Comedy|Romance,Anything Else ,25165,14843,English,USA,R,2003,6.4,827
2062,Color,114.0,61.0,20000.0,Comedy|Drama,Anywhere But Here ,14786,22040,English,USA,PG-13,1999,6.1,638
1571,Color,289.0,0.0,11000.0,Drama|War,Apocalypse Now ,450676,25313,English,USA,R,1979,8.5,19000
1236,Color,139.0,0.0,708.0,Action|Adventure|Drama|Thriller,Apocalypto ,236000,848,Maya,USA,R,2006,7.8,14000
655,Color,140.0,2000.0,15000.0,Adventure|Drama|History,Apollo 13 ,208817,17171,English,USA,PG,1995,7.6,5000
3748,Color,86.0,17.0,520.0,Horror|Mystery|Sci-Fi|Thriller,Apollo 18 ,47227,1520,English,USA,PG-13,2011,5.2,0
2239,Color,115.0,0.0,10000.0,Crime|Drama|Western,Appaloosa ,50198,10507,English,USA,R,2008,6.8,0
3745,Color,89.0,17.0,690.0,Horror|Mystery,April Fool's Day ,10624,1160,English,USA,R,1986,6.2,0
4676,Color,86.0,8.0,2000.0,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,3071,English,USA,R,2007,6.9,307
2956,Color,104.0,20.0,836.0,Comedy|Family|Fantasy|Romance,Aquamarine ,30462,3963,English,USA,PG,2006,5.3,0
1580,Color,103.0,155.0,687.0,Comedy|Fantasy|Horror|Thriller,Arachnophobia ,50389,1440,English,USA,PG-13,1990,6.3,0
2595,Color,115.0,460.0,232.0,Drama|War,Ararat ,8624,699,English,Canada,R,2002,6.6,824
2975,Color,107.0,27.0,664.0,Drama|Thriller,Arbitrage ,41574,2440,English,USA,R,2012,6.6,0
4920,Color,94.0,0.0,433.0,Drama,Archaeology of a Woman ,15,1112,English,USA,Not Rated,2012,8.1,66
2164,Color,95.0,32.0,826.0,Adventure|Comedy|Family|Romance,Are We There Yet? ,22679,3558,English,USA,PG,2005,4.6,773
3801,Color,91.0,110.0,46.0,Horror|Sci-Fi|Thriller,Area 51 ,7888,117,English,USA,R,2015,4.2,0
1137,Color,130.0,0.0,1000.0,Biography|Drama|History|Thriller,Argo ,452465,3133,English,USA,R,2012,7.7,89000
2129,Color,117.0,89.0,12000.0,Crime|Drama|Thriller,Arlington Road ,69980,13576,English,USA,R,1999,7.2,0
151,Color,153.0,0.0,13000.0,Action|Adventure|Sci-Fi|Thriller,Armageddon ,322395,26029,English,USA,PG-13,1998,6.6,11000
2269,Color,88.0,190.0,137000.0,Action|Crime|Thriller,Armored ,26236,137712,English,USA,PG-13,2009,5.7,0
3056,Color,88.0,0.0,901.0,Comedy|Fantasy|Horror,Army of Darkness ,128850,3913,English,USA,R,1992,7.6,10000
2561,Color,270.0,5.0,908.0,Action|Adventure|Drama|Romance|War,Arn: The Knight Templar ,18041,2762,Swedish,Sweden,Not Rated,2007,6.6,0
4711,Color,103.0,0.0,23.0,Mystery|Thriller,Arnolds Park ,94,85,English,USA,PG-13,2007,5.6,11
3587,Color,120.0,153.0,1000.0,Action|Adventure|Comedy,Around the World in 80 Days ,68722,3175,English,USA,PG,2004,5.8,0
4939, Black and White,66.0,4.0,502.0,Documentary,Aroused ,502,1796,English,USA,Not Rated,2013,5.3,207
419,Color,97.0,6.0,1000.0,Adventure|Animation|Comedy|Family|Fantasy,Arthur Christmas ,35446,2707,English,UK,PG,2011,7.1,0
503,Color,94.0,0.0,563.0,Adventure|Animation|Family|Fantasy,Arthur and the Invisibles ,25843,683,English,France,PG,2006,6.0,941
3730,Color,93.0,66.0,1000.0,Horror|Mystery|Thriller,"As Above, So Below ",49948,1410,English,USA,R,2014,6.1,14000
932,Color,139.0,274.0,625.0,Comedy|Drama|Romance,As Good as It Gets ,224671,1474,English,USA,PG-13,1997,7.7,11000
4789,Color,133.0,10.0,690.0,Comedy|Drama|Music|Romance,As It Is in Heaven ,13543,774,Swedish,Sweden,Not Rated,2004,7.6,0
4635,Color,100.0,12.0,529.0,Drama,Ask Me Anything ,7870,2468,English,USA,Not Rated,2014,6.0,884
999, Black and White,132.0,503.0,45000.0,Action|Crime|Thriller,Assassins ,62981,58528,English,France,R,1995,6.3,0
1684,Color,109.0,25.0,954.0,Action|Crime|Drama|Thriller,Assault on Precinct 13 ,65979,3148,English,USA,R,2005,6.3,999
242,Color,116.0,0.0,936.0,Adventure|Comedy|Family|Fantasy,Asterix at the Olympic Games ,20567,1609,French,France,Not Rated,2008,5.1,291
696,Color,94.0,42.0,12000.0,Action|Animation|Comedy|Family|Sci-Fi,Astro Boy ,25681,23365,English,Hong Kong,PG,2009,6.3,0
1286, Black and White,128.0,34.0,978.0,Drama|Romance,At First Sight ,11232,3821,English,USA,PG-13,1999,5.9,0
368,Color,95.0,21.0,12000.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Atlantis: The Lost Empire ,72591,15237,English,USA,PG,2001,6.8,0
3190,Color,111.0,60.0,823.0,Drama|Mystery|Sci-Fi,Atlas Shrugged II: The Strike ,5612,5262,English,USA,PG-13,2012,5.5,0
3786,Color,99.0,0.0,578.0,Drama|Mystery|Sci-Fi,Atlas Shrugged: Who Is John Galt? ,1900,3382,English,USA,PG-13,2014,4.4,0
1638,Color,123.0,456.0,19000.0,Drama|Mystery|Romance|War,Atonement ,192930,20499,English,UK,R,2007,7.8,12000
2889,Color,88.0,115.0,1000.0,Action|Comedy|Sci-Fi|Thriller,Attack the Block ,82331,2011,English,UK,R,2011,6.6,18000
1930,Color,114.0,59.0,49000.0,Drama|Music,August Rush ,87331,50927,English,USA,PG,2007,7.5,18000
1941,Color,121.0,53.0,19000.0,Drama,August: Osage County ,67797,39690,English,USA,R,2013,7.3,30000
4026,Color,99.0,0.0,141.0,Drama|Romance,August ,1262,320,English,USA,Not Rated,2011,6.1,224
695,Color,94.0,116.0,645.0,Action|Comedy|Crime,Austin Powers in Goldmember ,162909,2725,English,USA,PG-13,2002,6.2,0
2403,Color,68.0,116.0,8000.0,Comedy|Crime,Austin Powers: International Man of Mystery ,183425,10557,English,USA,PG-13,1997,7.0,0
1399,Color,95.0,116.0,45000.0,Action|Adventure|Comedy|Crime,Austin Powers: The Spy Who Shagged Me ,181225,47203,English,USA,PG-13,1999,6.6,0
196,Color,165.0,1000.0,309.0,Adventure|Drama|Romance|War,Australia ,102338,921,English,Australia,PG-13,2008,6.6,0
3514,Color,105.0,261.0,783.0,Biography|Crime|Drama,Auto Focus ,11387,2684,English,USA,R,2002,6.6,357
2750,Color,109.0,19.0,1000.0,Action|Sci-Fi|Thriller,Automata ,41638,2829,English,Bulgaria,R,2014,6.1,13000
1252,Color,103.0,643.0,24000.0,Drama|Romance,Autumn in New York ,20201,26938,English,USA,PG-13,2000,5.5,0
0,Color,178.0,0.0,1000.0,Action|Adventure|Fantasy|Sci-Fi,Avatar ,886204,4834,English,USA,PG-13,2009,7.9,33000
8,Color,141.0,0.0,26000.0,Action|Adventure|Sci-Fi,Avengers: Age of Ultron ,462669,92000,English,USA,PG-13,2015,7.5,118000
3328,Color,84.0,8.0,4000.0,Crime|Mystery|Thriller,Awake ,63216,6954,English,USA,R,2007,6.5,0
2144,Color,98.0,0.0,925.0,Comedy|Drama|Romance,Away We Go ,45992,1997,English,USA,R,2009,7.1,7000
4837,Color,102.0,95.0,0.0,Documentary,Ayurveda: Art of Being ,341,0,English,India,Not Rated,2001,7.6,379
4693,Color,88.0,0.0,618.0,Drama|Music|Romance,B-Girl ,551,2476,English,USA,PG-13,2009,4.0,303
1329,Color,159.0,50.0,218.0,Action|Adventure|Drama|Fantasy|War,Baahubali: The Beginning ,62756,554,Telugu,India,Not Rated,2015,8.4,21000
500,Color,97.0,750.0,1000.0,Adventure|Comedy|Drama|Family|Fantasy,Babe: Pig in the City ,24868,2521,English,Australia,G,1998,5.8,964
2204,Color,143.0,0.0,11000.0,Drama,Babel ,243799,11248,English,France,R,2006,7.5,0
1617,Color,91.0,108.0,405.0,Comedy|Drama|Family,Babe ,94435,1185,English,Australia,G,1995,6.8,5000
2554, Black and White,130.0,309.0,939.0,Crime|Drama|Romance|Thriller,Baby Boy ,9566,3107,English,USA,R,2001,6.4,1000
2852,Color,97.0,84.0,899.0,Comedy|Crime|Family|Sci-Fi,Baby Geniuses ,19547,2936,English,USA,PG,1999,2.5,0
1622,Color,99.0,5.0,2000.0,Comedy|Romance,Baby Mama ,34079,6930,English,USA,PG-13,2008,6.0,0
1020,Color,99.0,32.0,1000.0,Adventure|Comedy|Crime|Drama|Family,Baby's Day Out ,33186,2949,English,USA,PG,1994,5.9,0
1116,Color,101.0,326.0,14000.0,Action|Adventure|Sci-Fi|Thriller,Babylon A.D. ,81523,15990,English,France,PG-13,2008,5.6,0
4114,Color,87.0,21.0,4000.0,Comedy|Romance,Bachelorette ,37156,8353,English,USA,R,2012,5.3,0
1201,Color,118.0,0.0,1000.0,Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III ,283480,3986,English,USA,PG,1990,7.4,0
1188,Color,108.0,0.0,1000.0,Adventure|Comedy|Sci-Fi,Back to the Future Part II ,340085,3660,English,USA,PG,1989,7.8,12000
2363,Color,116.0,0.0,1000.0,Adventure|Comedy|Sci-Fi,Back to the Future ,732212,3230,English,USA,PG,1985,8.5,39000
190,Color,147.0,0.0,10000.0,Action|Comedy|Crime|Thriller,Bad Boys II ,178126,12954,English,USA,R,2003,6.6,0
2052,Color,119.0,0.0,10000.0,Action|Comedy|Crime|Drama|Thriller,Bad Boys ,172405,11013,English,USA,R,1995,6.8,0
